MQ135,MQ2,MQ4,MQ7,Temperature,Humidity,class
4.57,2.78,0.96,6.76,32.3,79.6,4
4.54,2.76,0.96,6.68,32.3,79.8,4
4.57,2.76,0.94,6.71,32.3,79.3,4
4.54,2.75,0.96,6.71,32.3,79.6,4
4.61,2.8,0.95,6.68,32.3,79.9,4
4.61,2.8,0.98,6.65,32.3,79.8,4
4.69,2.81,0.99,6.71,32.3,79.6,4
4.67,2.81,0.95,6.65,32.3,78.9,4
4.65,2.78,0.97,6.63,32.3,79,4
4.67,2.81,0.98,6.63,32.3,79.2,4
4.71,2.84,0.96,6.63,32.3,79.5,4
4.69,2.91,0.97,6.6,32.3,79.5,4
4.59,2.81,0.97,6.71,32.3,79.6,4
4.61,2.84,0.97,6.74,32.3,79.5,4
4.61,2.83,0.97,6.71,32.4,79.7,4
4.61,2.81,0.98,6.76,32.3,79.1,4
5.06,2.83,0.97,6.63,32.3,79,4
4.65,2.81,0.98,6.74,32.3,79.1,4
4.67,2.86,0.96,6.68,32.4,79.1,4
4.63,2.83,0.95,6.63,32.3,79.4,4
4.69,2.83,1,6.65,32.3,79.5,4
4.65,2.83,0.98,6.68,32.3,79.5,4
4.71,2.84,0.96,6.76,32.3,79.6,4
4.63,2.83,0.97,6.87,32.3,79.6,4
4.63,2.81,0.95,6.87,32.3,79.8,4
4.67,2.84,0.96,6.76,32.3,79.8,4
4.63,2.83,0.94,6.76,32.3,79.7,4
4.63,2.84,0.95,6.71,32.3,79.8,4
4.59,2.84,0.97,6.74,32.3,79.7,4
4.63,2.83,0.97,6.63,32.4,79.8,4
4.63,2.76,0.98,6.68,32.3,79.7,4
4.61,2.76,0.97,6.71,32.4,79.8,4
4.63,2.78,0.97,6.71,32.4,79.6,4
4.65,2.78,0.97,7.04,32.3,79.8,4
4.71,2.84,0.95,6.79,32.4,79.8,4
4.67,2.81,0.96,6.82,32.4,79.8,4
4.65,2.8,0.95,6.82,32.4,79.6,4
4.65,2.78,0.98,6.79,32.4,79.5,4
4.67,2.81,0.95,6.85,32.3,79,4
4.63,2.81,0.97,6.82,32.4,79.3,4
4.63,2.78,0.97,6.74,32.4,79.5,4
4.69,2.81,0.95,6.82,32.4,79.6,4
4.67,2.8,0.97,6.79,32.4,79.4,4
4.75,2.81,0.98,6.87,32.4,78.8,4
4.71,2.8,0.97,6.87,32.4,78,4
4.67,2.81,0.96,6.85,32.3,78.5,4
4.63,2.81,0.95,6.9,32.4,78.8,4
4.57,2.8,0.97,6.93,32.4,78.9,4
4.59,2.81,0.95,6.93,32.4,79,4
4.59,2.83,0.98,6.93,32.4,78.9,4
4.61,2.83,0.98,6.93,32.4,78.9,4
4.59,2.84,0.96,6.87,32.4,78.9,4
4.59,2.83,0.98,6.76,32.4,79,4
4.65,2.83,0.98,6.74,32.4,78.8,4
4.61,2.8,0.98,6.79,32.4,78.8,4
4.63,2.83,0.95,6.85,32.4,78.6,4
4.59,2.81,0.96,6.85,32.4,78.6,4
4.63,2.83,0.98,6.87,32.4,78.8,4
4.65,2.83,0.98,6.9,32.4,78.8,4
4.63,2.81,0.98,6.85,32.4,78.6,4
4.67,2.83,0.95,6.87,32.4,78.6,4
4.71,2.83,0.98,6.82,32.4,77.7,4
4.67,2.81,0.95,6.85,32.4,78.1,4
4.69,2.81,0.98,6.74,32.4,77.8,4
4.67,2.83,0.98,6.79,32.4,77.7,4
4.73,2.97,0.96,6.76,32.4,77.7,4
4.67,2.81,0.98,6.74,32.4,78.3,4
4.71,2.84,0.95,6.76,32.4,78.4,4
4.65,2.83,0.97,6.74,32.4,78.1,4
4.63,2.81,0.98,6.82,32.4,78.2,4
4.69,2.83,0.96,6.74,32.4,78.3,4
4.69,2.84,0.96,6.74,32.4,78.1,4
4.69,2.84,0.95,6.74,32.4,78.4,4
4.69,2.84,0.95,6.79,32.4,78.5,4
4.69,2.83,0.97,6.76,32.5,78.4,4
4.69,2.83,0.98,6.74,32.4,78.3,4
4.75,2.83,0.95,6.71,32.4,78.1,4
4.69,2.84,0.95,6.79,32.4,78.3,4
4.69,2.8,0.97,6.76,32.5,78.5,4
4.71,2.83,0.95,6.85,32.4,78.1,4
4.73,2.83,0.97,6.85,32.5,78.2,4
4.8,2.83,0.96,6.79,32.5,78.3,4
4.73,2.81,0.94,6.82,32.5,78.3,4
4.69,2.81,0.96,6.79,32.5,78.4,4
4.63,2.78,0.96,6.71,32.5,78.4,4
4.61,2.78,0.95,6.76,32.4,78.3,4
4.63,2.78,0.95,6.65,32.4,78.4,4
4.65,2.78,0.96,6.71,32.5,78,4
4.63,2.8,0.95,6.85,32.5,78,4
4.61,2.78,0.95,6.9,32.5,78.4,4
4.63,2.8,0.93,6.93,32.5,78.7,4
4.67,2.8,0.95,6.93,32.5,78.7,4
4.67,2.8,0.96,6.9,32.5,78.3,4
4.67,2.81,0.94,6.87,32.5,78.5,4
4.59,2.78,0.95,6.85,32.5,78.5,4
4.63,2.78,0.96,6.9,32.5,78.6,4
4.67,2.8,0.96,6.87,32.5,78.4,4
4.67,2.8,0.96,7.24,32.5,78.3,4
4.78,2.81,0.96,6.85,32.5,78.2,4
4.75,2.81,0.95,6.87,32.5,77.1,4
4.78,2.78,0.96,6.87,32.5,77.4,4
4.86,2.78,0.94,6.87,32.5,74.5,4
4.88,2.78,0.97,6.87,32.5,74,4
4.91,2.81,0.96,6.96,32.5,74.4,4
4.84,2.81,0.95,6.93,32.5,75.4,4
4.82,2.81,0.97,6.93,32.5,75.4,4
4.86,2.84,0.96,6.99,32.5,75.8,4
4.82,2.81,0.98,6.99,32.5,75.2,4
4.86,2.83,0.96,6.96,32.5,75.5,4
4.82,2.83,0.95,6.99,32.5,76,4
4.8,2.84,0.97,6.96,32.6,76.5,4
4.8,2.84,0.95,6.99,32.6,75.3,4
4.84,2.84,0.96,6.99,32.6,76.1,4
4.82,2.84,0.94,6.99,32.6,76.1,4
4.75,2.83,0.97,6.93,32.6,76.7,4
4.78,2.83,0.95,6.99,32.6,76.8,4
4.82,2.83,0.94,7.01,32.6,76.8,4
4.82,2.84,0.94,7.04,32.6,76.9,4
4.82,2.83,0.94,6.99,32.6,76.9,4
4.78,2.83,0.98,7.01,32.6,77,4
4.86,2.83,0.94,7.01,32.6,75,4
4.86,2.83,0.96,6.99,32.6,74.8,4
4.78,2.83,0.94,7.01,32.6,75.4,4
4.78,2.83,0.93,6.96,32.6,75.8,4
4.63,2.78,0.96,6.99,32.6,76.1,4
4.73,2.78,0.97,6.99,32.6,76.3,4
4.78,2.78,0.97,7.07,32.6,73.8,4
4.84,2.8,0.94,6.99,32.6,72.6,4
4.84,2.81,0.94,7.07,32.6,74,4
4.8,2.81,0.96,7.1,32.6,74.8,4
4.82,2.8,0.95,7.07,32.6,75.4,4
4.78,2.81,0.94,7.07,32.6,75.5,4
4.75,2.8,0.96,7.13,32.6,75.5,4
4.75,2.81,0.94,7.16,32.6,75.3,4
4.8,2.81,0.95,7.51,32.6,75,4
4.73,2.81,0.93,7.13,32.6,74.1,4
4.73,2.83,0.94,7.16,32.6,74.6,4
4.73,2.84,0.95,7.1,32.6,75,4
4.71,2.83,0.97,7.16,32.6,75.3,4
4.73,2.83,0.96,7.07,32.6,75.6,4
4.73,2.84,0.93,7.01,32.6,75.9,4
4.71,2.83,0.94,7.07,32.6,75.9,4
4.73,2.81,0.95,7.07,32.6,75.8,4
4.78,2.83,0.96,7.07,32.6,76.1,4
4.8,2.83,0.96,7.04,32.6,76,4
4.82,2.84,0.94,7.01,32.6,76.4,4
4.75,2.83,0.94,7.04,32.6,76.4,4
4.73,2.81,0.92,7.01,32.6,76.1,4
4.67,2.78,0.95,7.01,32.7,76.5,4
4.65,2.78,0.95,7.04,32.6,76.5,4
4.67,2.78,0.97,7.04,32.6,76.6,4
4.65,2.78,0.95,7.1,32.6,76.6,4
4.69,2.8,0.95,7.16,32.6,76.7,4
4.78,2.8,0.95,7.16,32.6,76.7,4
4.78,2.81,0.94,7.22,32.6,76.6,4
4.8,2.83,0.95,7.72,32.7,76.5,4
4.86,2.83,0.95,7.19,32.6,76.4,4
4.88,2.84,0.95,7.19,32.6,73.5,4
4.88,2.83,0.97,7.27,32.6,74.5,4
4.88,2.86,0.96,7.27,32.6,74.4,4
4.82,2.84,0.96,7.19,32.6,75,4
4.95,2.86,0.96,7.16,32.6,75.4,4
4.86,2.83,0.97,7.22,32.7,73.2,4
4.88,2.84,0.97,7.16,32.6,74.3,4
4.82,2.84,0.97,7.19,32.6,74.6,4
4.84,2.86,0.96,7.16,32.7,75.1,4
4.8,2.88,0.95,7.1,32.7,75.4,4
4.8,2.88,0.95,7.13,32.7,75.7,4
4.82,2.84,0.97,7.1,32.7,74,4
4.84,2.86,0.95,7.16,32.7,74.9,4
4.91,2.89,0.96,7.13,32.7,75.4,4
4.86,2.84,0.95,7.13,32.7,74.9,4
4.86,2.84,0.98,7.16,32.7,75,4
4.93,2.88,0.96,7.13,32.7,75.2,4
4.95,2.86,0.96,7.07,32.7,75.4,4
4.88,2.84,0.98,7.07,32.7,75.2,4
4.91,2.86,0.96,7.07,32.6,75,4
4.97,2.88,0.95,7.1,32.7,74.8,4
4.91,2.81,0.97,7.07,32.7,72.7,4
4.84,2.83,0.96,7.16,32.7,74,4
5.02,2.81,0.95,7.1,32.7,74.4,4
5.04,2.81,0.93,7.45,32.7,66.5,4
5.02,2.8,0.95,7.16,32.7,69.5,4
4.97,2.78,0.97,7.13,32.7,69.8,4
4.93,2.81,0.94,7.13,32.7,71.4,4
4.99,2.84,0.98,7.13,32.7,72.3,4
4.84,2.78,0.95,7.16,32.7,72.8,4
4.91,2.81,0.95,7.1,32.7,73,4
4.99,2.83,0.95,7.16,32.7,72.8,4
5.02,2.84,0.96,7.13,32.7,72.3,4
4.95,2.84,0.94,7.19,32.7,72.7,4
5.06,2.83,0.94,7.16,32.7,71.7,4
5.04,2.83,0.96,7.16,32.7,69.7,4
4.97,2.81,0.95,7.19,32.7,70,4
4.97,2.81,0.96,7.1,32.7,70.7,4
4.93,2.81,0.95,7.1,32.8,71.5,4
4.95,2.8,0.95,7.16,32.8,72.2,4
4.95,2.8,0.94,7.13,32.7,72.8,4
4.93,2.84,0.95,7.07,32.8,73.3,4
4.95,2.84,0.96,7.04,32.8,72.9,4
4.86,2.83,0.97,7.04,32.8,73.4,4
4.86,2.83,0.98,7.04,32.8,73.2,4
4.95,2.8,0.98,7.07,32.8,72.7,4
5.19,2.99,0.95,7.16,32.8,67.9,4
5.22,2.83,0.98,7.13,32.8,64.9,4
5.24,2.86,0.97,7.16,32.8,65.9,4
5.13,2.84,0.98,7.19,32.8,67.3,4
5.17,2.88,0.96,7.16,32.8,69.5,4
5.06,2.88,0.95,7.19,32.9,69.8,4
4.95,2.84,0.98,7.13,32.9,70.6,4
4.97,2.86,0.98,7.13,32.9,70.9,4
4.97,2.84,0.98,7.07,32.8,70.5,4
4.97,2.86,0.96,7.04,32.9,71,4
4.97,2.86,0.98,7.07,32.9,71.7,4
4.97,2.84,0.95,7.16,32.9,71.3,4
4.99,2.86,0.96,7.13,32.9,71.9,4
4.95,2.86,0.98,7.16,32.9,71.7,4
4.93,2.84,0.97,7.16,32.9,72.3,4
4.97,2.86,0.95,7.13,32.9,72.1,4
4.93,2.84,0.97,7.13,32.9,72.3,4
4.86,2.86,0.97,7.16,32.9,72.5,4
4.86,2.84,0.98,7.22,32.9,72.8,4
4.88,2.86,0.95,7.24,32.9,73,4
4.8,2.83,0.97,7.24,32.9,73,4
4.78,2.83,0.97,7.22,32.9,73.3,4
4.78,2.83,0.96,7.22,32.9,73.4,4
4.78,2.84,0.96,7.16,32.9,73,4
4.75,2.81,0.95,7.13,32.9,73.2,4
4.71,2.81,0.96,7.1,32.9,72.9,4
4.78,2.84,0.95,7.01,33,73.1,4
4.82,2.83,0.94,7.04,32.9,73,4
4.88,2.83,0.95,7.04,32.9,70,4
4.93,2.81,0.77,7.04,32.9,70.1,4
5.13,2.83,0.95,7.13,32.9,66.7,4
5.19,2.86,0.98,7.1,32.9,64,4
5.15,2.84,0.97,7.01,32.9,67.3,4
5.08,2.83,0.94,7.04,32.9,64.4,4
5.04,2.89,0.94,7.13,32.9,67.6,4
4.97,2.81,0.96,7.01,32.9,68.6,4
4.93,2.83,0.95,7.04,32.9,69.7,4
4.95,2.83,0.96,7.22,32.9,70.1,4
4.84,2.83,0.97,7.07,32.9,70.6,4
4.78,2.83,0.93,7.24,32.9,71,4
4.84,2.84,0.94,7.1,33,71.1,4
4.84,2.83,0.94,7.07,32.9,71.2,4
4.86,2.84,0.97,7.1,33,71.6,4
4.82,2.83,0.96,7.07,32.9,72,4
4.82,2.83,0.95,7.1,33,72.1,4
4.84,2.84,0.97,7.07,33,71.8,4
4.88,2.88,0.95,7.16,33,72.3,4
4.91,2.86,0.96,7.07,32.9,72.2,4
4.93,2.86,0.98,7.13,33,72.2,4
4.88,2.86,0.95,7.1,33,72.4,4
4.95,2.86,0.98,7.04,33,72.5,4
4.86,2.84,0.94,7.13,33,72.8,4
4.88,2.88,0.97,7.07,32.9,72.9,4
4.93,2.88,0.96,7.07,33,72.9,4
4.91,2.88,0.96,7.13,33,72.5,4
4.86,2.86,0.98,7.6,33,73.2,4
4.91,2.88,0.98,7.1,33,73,4
4.93,2.86,0.95,7.07,33,73.2,4
5.02,2.88,0.96,7.1,33,71,4
5.04,2.89,0.95,7.01,33,71.1,4
5.02,2.89,0.95,7.07,33,71.5,4
4.95,2.86,0.98,7.01,33,71,4
5.06,2.86,0.98,7.01,33,72,4
5.64,2.89,0.97,7.1,33,67.7,4
6.23,2.89,1.02,7.01,32.9,54.5,4
6.65,2.91,1.01,6.99,32.9,50.9,4
7.13,2.91,1.04,6.99,32.9,49.8,4
7.45,2.91,1.06,6.99,32.9,47.2,4
7.78,2.94,1.09,6.96,32.9,46.6,4
8.13,2.97,1.12,6.99,32.9,45.6,4
8.33,2.96,1.15,7.01,32.9,45.5,4
8.49,2.97,1.24,6.96,32.9,44.9,4
8.76,3.01,1.34,6.99,32.9,43.9,4
8.94,2.99,1.42,7.01,32.9,43.9,4
9.01,3.01,1.47,6.96,32.9,43.8,4
8.83,2.97,1.39,7.04,32.9,43.9,4
8.52,2.97,1.35,7.01,32.9,45.1,4
8.13,2.96,1.28,6.99,32.9,45.8,4
8.29,2.97,1.34,6.96,32.9,46.7,4
8.1,3.01,1.25,6.99,32.9,44.7,4
7.81,2.99,1.24,7.07,32.9,46.3,4
7.81,2.96,1.35,6.99,32.9,47.5,4
8.16,2.96,1.36,7.07,32.9,44.6,4
8.39,2.97,1.41,6.99,32.9,43.9,4
8.63,2.96,1.42,6.96,32.9,43.5,4
8.73,2.97,1.45,7.01,32.9,43.3,4
9.01,2.97,1.58,7.01,32.9,43.5,4
9.11,2.97,1.64,7.22,32.9,43,4
9.11,2.97,1.58,6.99,32.9,43,4
9.22,2.99,1.65,7.07,32.9,43,4
9.48,2.99,1.79,6.96,32.9,42.6,4
9.51,3.01,1.72,7.01,32.9,42.4,4
9.51,2.99,1.67,7.07,32.8,42.5,4
9.44,2.99,1.71,7.1,32.8,42.3,4
9.37,2.97,1.8,7.13,32.8,42.5,4
9.48,3.02,1.84,7.16,32.8,42.4,4
9.55,3.01,1.78,7.24,32.8,42.3,4
9.44,2.99,1.73,7.24,32.8,42.3,4
9.48,2.96,1.85,7.24,32.8,42.3,4
9.44,2.97,1.72,7.27,32.8,42.1,4
9.4,2.96,1.73,7.22,32.8,42.4,4
9.15,2.97,1.57,7.19,32.8,42.3,4
9.22,2.97,1.74,7.22,32.8,42.7,4
9.18,2.97,1.65,7.24,32.8,42.1,4
9.26,2.99,1.65,7.13,32.8,42,4
9.15,2.99,1.66,7.13,32.9,42,4
8.94,2.96,1.79,7.07,32.9,42,4
8.94,2.94,1.67,7.04,32.9,42.1,4
9.11,2.97,1.72,7.07,32.9,42,4
9.15,2.97,1.7,6.99,32.9,41.8,4
9.11,2.96,1.71,7.04,32.9,41.6,4
9.4,2.99,1.81,6.99,32.9,41.7,4
9.44,3.01,1.83,6.99,32.9,41.4,4
9.29,2.99,1.78,7.04,32.9,41.4,4
9.29,2.96,1.76,7.07,32.9,41.2,4
9.33,2.96,1.77,6.99,32.9,41.3,4
9.22,3.09,1.74,7.07,32.9,41.2,4
9.22,2.94,1.66,7.04,32.9,41.6,4
9.37,2.94,1.9,7.07,32.9,41.2,4
9.37,2.97,1.79,7.13,33,40.9,4
9.51,2.99,1.79,7.13,33,41.4,4
9.51,3.01,1.91,7.45,33,41.2,4
9.48,2.99,1.73,7.07,33,41.1,4
9.63,3.01,2,6.99,33,41.2,4
9.63,3.01,1.89,7.07,33,40.9,4
9.63,3.01,2.01,7.07,33,41.1,4
9.7,3.02,2.02,7.04,33,40.9,4
9.82,3.04,1.91,7.07,33.1,41,4
9.78,3.02,2,7.19,33,41,4
9.86,3.04,2.02,7.13,33,41.1,4
9.7,3.01,2,7.1,33,41,4
9.48,2.99,2,7.1,33,41.2,4
9.63,2.99,1.87,7.07,33,41.2,4
9.48,2.99,1.81,7.07,33,41.3,4
9.15,2.96,1.66,7.1,33,41.6,4
8.94,2.94,1.76,7.07,33,41.7,4
8.29,2.94,1.57,7.01,33,41.9,4
7.69,2.92,1.47,7.07,32.9,43.4,4
7.66,2.94,1.52,7.07,33,44.6,4
7.88,2.96,1.52,6.99,33,43.5,4
7.88,2.94,1.59,7.04,33,43.3,4
8.26,2.94,1.52,7.07,33,43.1,4
8.36,2.97,1.5,7.07,33,43,4
8.23,2.97,1.5,7.1,33,43.3,4
8.46,2.99,1.58,7.1,33,44.1,4
8.8,3.01,1.62,7.07,33,43.5,4
9.01,2.99,1.66,7.07,33,43.3,4
9.04,3.01,1.64,7.07,32.9,43.2,4
9.18,3.01,1.7,7.1,33,43.4,4
9.29,2.99,1.83,7.04,33,43.4,4
9.48,3.02,1.72,7.13,33,43.4,4
9.48,3.01,1.78,7.1,33,43.5,4
9.55,3.01,1.85,7.1,32.9,43.6,4
9.74,3.02,1.8,7.16,32.9,43.6,4
9.78,3.04,1.83,7.16,32.9,43.7,4
9.66,3.02,1.73,7.07,32.9,43.9,4
9.59,3.01,1.74,7.16,32.9,44.1,4
9.63,3.02,1.78,7.22,32.9,44.2,4
9.55,3.01,1.71,7.19,32.9,44.3,4
9.59,3.01,1.84,7.24,32.9,44.4,4
9.37,2.99,1.63,7.22,32.9,44.4,4
9.15,3.01,1.59,7.22,32.8,44.8,4
9.22,3.02,1.72,7.27,32.8,45.2,4
9.4,3.02,1.63,7.24,32.8,45.2,4
9.18,3.04,1.58,7.24,32.8,45.2,4
8.97,3.02,1.62,7.22,32.8,45.7,4
9.11,3.02,1.6,7.19,32.8,45.8,4
8.52,2.99,1.45,7.22,32.8,45.7,4
7.66,2.97,1.3,7.22,32.8,47.1,4
6.85,2.97,1.22,7.22,32.8,49.7,4
6.36,2.96,1.19,7.16,32.8,51.5,4
5.95,2.96,1.13,7.24,32.8,52.9,4
5.68,2.92,1.09,7.24,32.8,54.3,4
5.45,2.91,1.05,7.19,32.8,55.4,4
5.38,2.92,1,7.27,32.9,56.4,4
5.24,2.89,1.01,7.24,32.9,57.2,4
5.08,2.88,0.97,7.3,32.9,58,4
5.06,2.88,0.95,7.24,32.9,58.5,4
4.99,2.84,0.95,7.27,32.9,59.1,4
4.97,2.84,0.94,7.36,32.9,59.6,4
4.99,2.86,0.95,7.36,32.9,60.1,4
4.95,2.86,0.94,7.36,33,60.4,4
4.93,2.84,0.92,7.39,32.9,61.1,4
4.86,2.86,0.92,7.42,33,62,4
4.88,2.86,0.92,7.36,33,62.7,4
4.8,2.84,0.92,7.33,33,63.2,4
4.88,2.84,0.92,7.33,33,63.7,4
4.82,2.83,0.94,7.33,33,64.2,4
4.8,2.84,0.92,7.33,33,64.5,4
4.8,2.83,0.96,7.3,33,64.7,4
4.82,2.81,0.94,7.33,33,65.4,4
4.88,2.84,0.94,7.42,33,65.8,4
4.91,2.88,0.93,7.33,33,66.2,4
4.86,2.86,0.96,7.36,33,66.5,4
4.86,2.88,0.93,7.36,33,66.9,4
4.82,2.86,0.95,7.39,33,67.3,4
4.86,2.86,0.96,7.36,33,67.6,4
4.8,2.89,0.95,7.39,33,67.7,4
4.82,2.89,0.94,7.33,33,68,4
4.86,2.89,0.94,7.39,33,67.8,4
4.84,2.86,0.97,7.33,33,68,4
4.91,2.88,0.94,7.36,33,68.4,4
4.86,2.88,0.94,7.39,33,68.6,4
4.91,2.88,0.96,7.36,33,68.4,4
4.97,2.89,0.95,7.39,33,67.9,4
4.93,2.89,0.95,7.39,33,68.1,4
4.88,2.86,0.95,7.33,33,68.7,4
4.93,2.89,0.96,7.33,33,69,4
5.04,2.86,0.96,7.36,33,69,4
5.08,2.88,0.95,7.42,33,67,4
5.04,2.89,0.94,7.51,33,67.3,4
5.06,2.89,0.95,7.54,33,68.2,4
5.08,2.89,0.98,7.57,33,67.2,4
5.06,2.92,0.96,7.97,33,68.2,4
5.1,2.91,0.96,8.1,33,68.1,4
5.08,2.89,0.98,8.1,33,68.7,4
5.02,2.89,0.95,8.03,33,69.4,4
5.02,2.88,0.96,8.07,33,69.7,4
4.95,3.02,0.94,8,33,70.1,4
4.99,2.88,0.96,8,33,70.4,4
5.02,2.89,0.96,8.03,33.1,71,4
5.02,2.89,0.97,7.97,33,71,4
4.93,2.88,0.95,7.94,33,71.3,4
4.97,2.88,0.94,8,33,71.7,4
4.93,2.88,0.97,7.94,33,71.8,4
4.88,2.89,0.94,8.03,33,71.9,4
4.86,2.86,0.94,8,33,72.2,4
4.88,2.84,0.96,7.94,33,72.4,4
4.84,2.84,0.92,8.1,33,72.5,4
4.91,2.86,0.94,8.13,33,72.8,4
4.93,2.86,0.96,8.07,33,72.9,4
4.84,2.84,0.92,8.13,33,73,4
4.78,2.84,0.95,8.03,33,73,4
4.8,2.83,0.96,8.03,33,73,4
4.84,2.86,0.96,7.97,33,73,4
4.84,2.88,0.95,8.07,33,73.2,4
4.86,2.86,0.96,8,33,73.5,4
4.88,2.86,0.94,8.07,33,73.7,4
4.84,2.83,0.94,8.03,33,73.9,4
4.88,2.86,0.96,8.07,33,74,4
4.93,2.89,0.94,8.1,33,74.3,4
4.86,2.86,0.93,8.1,33,73.5,4
4.88,2.86,0.97,8.03,33,73.9,4
4.88,2.86,0.96,7.97,33,73.7,4
4.97,2.88,0.96,8.03,33,73.2,4
4.95,2.88,0.96,8.23,33,73.4,4
4.97,2.91,0.95,8.1,33,73.7,4
4.97,2.89,0.97,8.1,33,73.9,4
4.99,2.92,0.95,8.13,33,73.9,4
5.02,2.92,0.97,8.1,33,74.2,4
5.06,2.92,0.94,8.26,33,73.9,4
5.02,2.91,0.95,8.26,33,74,4
5.04,3.06,0.95,8.16,33,74.4,4
5.04,2.91,0.97,8.1,33,74.7,4
5.08,2.94,0.96,8,33,74.9,4
5.06,2.91,0.95,8.07,33,75.1,4
4.99,2.91,0.96,8,33,75.2,4
5.04,2.92,0.97,8,33,75.7,4
4.99,2.86,0.95,8.07,33,75.7,4
4.99,2.89,0.95,8.07,33,75.8,4
4.97,2.88,0.95,8,33,75.6,4
4.99,2.91,0.96,8.03,33,75.8,4
4.99,2.88,0.94,8,33,76,4
5.08,2.89,0.95,8.07,33,76,4
5.1,2.91,0.94,8.1,33,75.7,4
5.08,2.91,0.94,8.07,33,75.4,4
5.1,2.88,0.97,8,33,75.6,4
5.15,2.91,0.95,8,33,75.7,4
5.08,2.89,0.95,8.07,33,76.2,4
5.1,2.92,0.96,8.07,33,76.3,4
5.08,2.89,0.97,8.1,33,76.9,4
5.08,2.88,0.95,8.13,33,77,4
5.08,2.89,0.97,8.1,33,76.9,4
5.08,2.91,0.96,8.13,33,76.9,4
5.13,2.91,0.96,8.07,33,76.9,4
5.04,2.88,0.96,8.07,33,76.5,4
5.02,2.88,0.93,8.07,33,76.5,4
5.04,2.91,0.97,8.13,33,76.5,4
4.95,2.88,0.94,8.16,33,76.7,4
4.95,2.88,0.95,8.13,33,76.9,4
5.04,2.88,0.96,8.1,33,77,4
5.04,3.01,0.95,8.1,33,77,4
5.08,2.86,0.97,8.1,33,76.5,4
5.1,2.88,0.96,8.13,33,76.2,4
5.06,2.84,0.96,8.07,33,76.5,4
4.97,2.83,0.95,8.1,33,76.9,4
4.95,2.83,0.96,8.19,33,77.2,4
4.99,2.88,0.96,8.03,33,77.5,4
4.99,2.86,0.97,8.1,33,77.5,4
4.93,2.84,0.94,8,33,77.7,4
5.02,2.86,0.95,8.03,33,77.7,4
5.02,2.83,0.96,8,33,77.9,4
5.04,2.84,0.95,8,33,77.7,4
5.04,2.84,0.92,7.97,33,77.9,4
5.1,2.88,0.96,8,33,78.2,4
5.06,2.86,0.94,7.97,33,78.2,4
5.04,2.83,0.96,8.07,33,78.1,4
5.04,2.88,0.96,8.03,33,78.2,4
5.08,2.86,0.96,7.94,33,78.2,4
5.1,2.84,0.93,7.97,33,77.9,4
5.15,2.84,0.95,8.03,33,77.9,4
5.1,2.81,0.94,8,33,78,4
5.13,2.78,0.94,8.03,33,78.1,4
5.19,2.81,0.93,8.03,33,78.2,4
5.22,2.8,0.96,8,33,77.4,4
5.31,2.83,0.95,8,33,76.2,4
5.33,2.83,0.96,8.07,33,76.6,4
5.38,2.88,0.96,7.94,33,76.4,4
5.26,2.86,0.97,8.1,33,76.9,4
5.24,2.86,0.97,8.07,32.9,77.3,4
5.31,2.88,0.95,8,33,77.4,4
5.26,2.86,0.98,8.1,33,77.5,4
5.24,2.86,0.98,8.03,33,77.7,4
5.22,2.88,0.98,7.97,33,78,4
5.17,2.88,0.97,8,33,78.5,4
5.22,2.88,0.96,8.03,33,77.9,4
5.15,2.88,0.95,8,33,77.9,4
5.17,2.88,0.95,8,33,78.1,4
5.17,2.88,0.95,8.1,33,78.5,4
5.19,2.88,0.97,8.07,33,78.5,4
5.22,2.89,0.95,8.1,33,78.6,4
